Brier,Correlation,ROC_AUC,PR_AUC,Accuracy,Precision,Recall,F1,Open_Accuracy,Closed_Accuracy
0.05215974776225842,0.6765496221131774,0.9727580820163747,0.7945821158015909,0.9161490683229814,0.8295235472321675,0.4003721919447029,0.5400753093060785,0.4003721919447029,0.9884637605531431
